4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4293	-40576
4293	-40576	4293	-40576	4287	-40616
4293	-40576	4329	-40593	4281	-40655
4287	-40616	4365	-40610	4275	-40695
4281	-40655	4401	-40627	4276	-40730
4275	-40695	4437	-40644	4315	-40739
4276	-40730	4440	-40645	4354	-40747
4315	-40739	4404	-40628	4393	-40756
4354	-40747	4368	-40611	4432	-40765
4393	-40756	4331	-40594	4471	-40773
4432	-40765	4295	-40577	4510	-40782
4471	-40773	4293	-40576	4549	-40791
4510	-40782	4287	-40616	4588	-40799
4549	-40791	4281	-40655	4627	-40808
4588	-40799	4275	-40695	4644	-40812
4627	-40808	4276	-40730	4605	-40822
4644	-40812	4315	-40739	4567	-40833
4605	-40822	4354	-40747	4528	-40843
4567	-40833	4393	-40756	4489	-40854
4528	-40843	4432	-40765	4451	-40864
4489	-40854	4471	-40773	4412	-40875
4451	-40864	4510	-40782	4374	-40885
4412	-40875	4549	-40791	4338	-40895
4374	-40885	4588	-40799	4305	-40917
4338	-40895	4627	-40808	4271	-40938
4305	-40917	4644	-40812	4237	-40960
4271	-40938	4605	-40822	4204	-40982
4237	-40960	4567	-40833	4170	-41003
4204	-40982	4528	-40843	4137	-41025
4170	-41003	4489	-40854	4123	-41034
4137	-41025	4451	-40864	4109	-40996
4123	-41034	4412	-40875	4096	-40959
4157	-41012	4374	-40885	4082	-40921
4190	-40990	4338	-40895	4068	-40883
4224	-40969	4305	-40917	4055	-40846
4258	-40947	4271	-40938	4041	-40808
4291	-40925	4237	-40960	4032	-40784
4325	-40904	4204	-40982	4046	-40822
4338	-40895	4170	-41003	4060	-40859
4305	-40917	4137	-41025	4073	-40897
4271	-40938	4123	-41034	4087	-40935
4237	-40960	4109	-40996	4101	-40972
4204	-40982	4096	-40959	4114	-41010
4170	-41003	4082	-40921	4123	-41034
4137	-41025	4068	-40883	4109	-40996
4123	-41034	4055	-40846	4096	-40959
4157	-41012	4041	-40808	4082	-40921
4190	-40990	4032	-40784	4068	-40883
4224	-40969	4046	-40822	4055	-40846
4258	-40947	4060	-40859	4041	-40808
4291	-40925	4073	-40897	4032	-40784
4325	-40904	4087	-40935	4046	-40822
4338	-40895	4101	-40972	4060	-40859
4338	-40895	4114	-41010	4073	-40897
4338	-40895	4123	-41034	4087	-40935
4305	-40917	4109	-40996	4101	-40972
4271	-40938	4096	-40959	4114	-41010
4237	-40960	4082	-40921	4123	-41034
4204	-40982	4068	-40883	4123	-41034
4170	-41003	4055	-40846	4109	-40996
4137	-41025	4041	-40808	4096	-40959
4123	-41034	4032	-40784	4082	-40921
4109	-40996	4046	-40822	4068	-40883
4096	-40959	4060	-40859	4055	-40846
4082	-40921	4073	-40897	4041	-40808
4068	-40883	4087	-40935	4032	-40784
4055	-40846	4101	-40972	4046	-40822
4041	-40808	4114	-41010	4060	-40859
4032	-40784	4123	-41034	4073	-40897
4046	-40822	4109	-40996	4087	-40935
4060	-40859	4096	-40959	4101	-40972
4073	-40897	4082	-40921	4114	-41010
4087	-40935	4068	-40883	4123	-41034
4101	-40972	4055	-40846	4109	-40996
4114	-41010	4041	-40808	4096	-40959
4123	-41034	4032	-40784	4082	-40921
4109	-40996	4046	-40822	4068	-40883
4096	-40959	4060	-40859	4055	-40846
4082	-40921	4073	-40897	4041	-40808
4068	-40883	4087	-40935	4032	-40784
4055	-40846	4101	-40972	4046	-40822
4041	-40808	4114	-41010	4060	-40859
4032	-40784	4123	-41034	4073	-40897
4046	-40822	4157	-41012	4087	-40935
4060	-40859	4190	-40990	4101	-40972
4073	-40897	4224	-40969	4114	-41010
4087	-40935	4258	-40947	4123	-41034
4101	-40972	4291	-40925	4109	-40996
4114	-41010	4325	-40904	4096	-40959
4123	-41034	4338	-40895	4082	-40921
4109	-40996	4338	-40895	4068	-40883
4096	-40959	4377	-40885	4055	-40846
4082	-40921	4415	-40874	4041	-40808
4068	-40883	4454	-40863	4032	-40784
4055	-40846	4493	-40853	4046	-40822
4041	-40808	4531	-40842	4060	-40859
4032	-40784	4570	-40832	4073	-40897
4046	-40822	4608	-40821	4087	-40935
4060	-40859	4644	-40812	4101	-40972
4073	-40897	4605	-40822	4114	-41010
4087	-40935	4567	-40833	4123	-41034
4101	-40972	4528	-40843	4123	-41034
4114	-41010	4489	-40854	4157	-41012
4123	-41034	4451	-40864	4190	-40990
4157	-41012	4412	-40875	4224	-40969
4190	-40990	4374	-40885	4258	-40947
4224	-40969	4338	-40895	4291	-40925
4258	-40947	4305	-40917	4325	-40904
4291	-40925	4271	-40938	4338	-40895
4325	-40904	4237	-40960	4305	-40917
4338	-40895	4204	-40982	4271	-40938
4377	-40885	4170	-41003	4237	-40960
4415	-40874	4137	-41025	4204	-40982
4454	-40863	4123	-41034	4170	-41003
4493	-40853	4123	-41034	4137	-41025
4531	-40842	4157	-41012	4123	-41034
4570	-40832	4190	-40990	4123	-41034
4608	-40821	4224	-40969	4123	-41034
4644	-40812	4258	-40947	4109	-40996
4605	-40822	4291	-40925	4096	-40959
4567	-40833	4325	-40904	4082	-40921
4528	-40843	4338	-40895	4068	-40883
4489	-40854	4305	-40917	4055	-40846
4451	-40864	4271	-40938	4041	-40808
4412	-40875	4237	-40960	4032	-40784
4374	-40885	4204	-40982	4046	-40747
4338	-40895	4170	-41003	4060	-40709
4305	-40917	4137	-41025	4074	-40672
4271	-40938	4123	-41034	4088	-40634
4237	-40960	4109	-40996	4102	-40597
4204	-40982	4096	-40959	4116	-40559
4170	-41003	4082	-40921	4130	-40522
4137	-41025	4068	-40883	4144	-40484
4123	-41034	4055	-40846	4145	-40479
4109	-40996	4041	-40808	4132	-40517
4096	-40959	4032	-40784	4118	-40554
4082	-40921	4046	-40822	4104	-40592
4068	-40883	4060	-40859	4090	-40629
4055	-40846	4073	-40897	4076	-40667
4041	-40808	4087	-40935	4062	-40704
4032	-40784	4101	-40972	4048	-40742
4046	-40747	4114	-41010	4034	-40779
4060	-40709	4123	-41034	4032	-40784
4074	-40672	4157	-41012	4046	-40822
