1306	266	203	1653	2370	3077	3096	239
1795	673	263	2733	2664	2425	3422	181
1988	802	287	3489	2933	2278	2940	308
2683	1417	598	3262	2818	2904	2678	421
3430	1474	621	3553	3220	3733	2568	290
2951	1403	671	3591	2964	4570	2102	287
2110	1692	1072	3948	2818	4853	1881	273
1888	1791	924	3781	3026	4824	1702	184
2483	1731	718	3165	3433	4254	1880	579
3223	1900	501	3279	3841	3806	2449	682
3501	1582	852	2849	3646	3146	2337	1125
3163	1605	1375	4258	3766	2941	2175	775
3284	1309	1041	4012	3112	4425	2406	478
2931	1489	407	3489	3261	4208	3452	554
3049	1180	568	2749	3362	4241	3312	921
3150	1337	665	2908	2815	4081	2373	655
2298	1353	554	2906	3044	3950	2631	421
2696	1676	667	3693	2980	3843	2418	126
2261	1375	457	2615	2700	2900	2181	457
2364	2234	804	3783	2158	2576	1694	319
2064	1535	664	3573	2532	1940	1880	374
1866	1341	684	3167	2288	1547	1918	695
1806	863	323	3198	2767	2973	2560	672
1570	510	0	2557	1343	2101	3746	58
2010	382	562	2157	3646	3275	3508	0
1656	251	606	3741	3257	3144	3131	560
2773	648	534	3727	4015	3188	3828	187
2476	632	1067	5318	4221	4406	3122	554
2459	838	1469	5236	3271	4503	2566	970
2547	1645	1719	5055	3895	3697	2547	400
3176	2592	1382	3836	4644	4556	3300	269
3691	1977	1065	3722	4913	4410	3858	382
5544	1848	612	3797	4452	4487	4533	452
5238	2796	1600	3618	3853	4593	2771	246
5345	2100	1793	3252	3985	3587	2730	1061
5227	1447	1789	5056	4698	2701	2131	660
4541	2138	1910	5024	3712	3410	3454	394
4268	1315	1304	4928	4031	4899	3557	1069
4018	1488	1412	3183	4524	4289	3296	962
3377	1312	1266	5289	4002	4924	3229	1114
3491	1286	1530	4660	3641	4712	3334	602
3995	1854	682	4012	2993	4423	4229	806
3683	1644	881	3856	2785	4087	3700	1084
3788	1989	1277	3842	2514	3887	3628	682
3393	1650	516	3563	2618	3750	3146	1138
3028	1632	322	3386	1937	2795	3170	1141
3462	1155	62	3051	2842	3400	4516	1158
2095	414	66	2317	1805	2928	4886	398
1445	586	178	1859	1861	2563	3792	285
1317	742	474	2900	2641	3903	2866	124
2058	657	398	3384	2806	3265	3125	84
2750	595	620	3767	3328	3160	4342	209
3359	1197	1051	3929	3415	3931	3077	329
2497	1245	1385	3921	3452	3849	1819	26
1937	805	2086	4060	4002	4169	2432	305
2245	1289	2270	4126	3698	3451	2358	381
2481	1641	1919	4343	4526	3838	2713	648
2658	2260	1491	4354	4138	3895	2347	405
2628	2260	805	4195	3733	3840	2450	395
3530	2372	468	4421	3165	4002	2878	403
3616	2406	1103	4504	2128	3336	3613	622
3978	1776	786	4141	2760	3423	3912	712
3224	2275	1123	3627	2854	4181	2700	570
2736	2112	969	4425	3591	5357	2113	1686
2279	1760	1022	4178	3768	5041	1856	1005
2437	1514	742	4842	3174	4616	1829	886
2321	804	915	4572	3512	3882	2033	1211
3316	1924	1051	4330	3050	3466	2788	826
2429	2360	492	4182	2597	2607	3255	501
1811	972	203	3801	1882	1993	3096	991
2046	866	0	3424	1900	4217	4586	1101
1172	953	153	2677	1082	2830	4773	283
628	634	334	931	1119	2077	2622	137
1485	581	554	2753	1751	3531	3625	115
1500	1340	168	3582	3000	2976	3397	0
2010	1355	101	3835	3770	3633	4119	292
2704	890	827	3689	3637	4516	3751	0
2196	1940	1061	4338	2854	5444	2891	39
2671	1515	1507	4849	3406	4957	2197	370
2313	1511	1211	5130	3582	5169	1808	215
2052	2308	799	4244	3796	5069	2675	120
2131	2331	693	4757	4112	4575	3658	73
3252	2904	577	4529	3684	4895	3521	453
3170	2032	1117	4316	3210	4303	4638	572
3491	2863	957	5921	2940	3667	3680	575
3028	1934	1110	6697	2363	4327	3905	324
3568	3184	1045	5561	2054	4187	3058	409
3720	3038	1221	4534	2315	3883	3090	371
3508	2644	1104	3342	2826	3583	3942	487
3107	1969	1177	3850	3150	4148	3630	472
2616	1270	1059	4431	2090	4841	3522	649
4074	1595	258	5558	1850	5352	3610	616
2621	1576	268	5381	1953	4285	3508	712
2413	2501	380	3843	1933	3606	5028	916
2732	1756	615	3589	1194	3367	4107	977
1366	1044	632	3072	1444	3337	4060	901
1100	607	393	1999	1758	2183	3216	319
1322	1045	634	2570	3155	2603	3460	305
1907	1437	382	2433	3435	3851	1729	156
2431	990	1271	3576	3439	3243	2707	196
2195	1544	1886	4380	2858	4050	1314	296
1887	1964	1599	5456	3807	3804	1263	238
2203	1844	1432	4968	3503	3175	1534	230
2481	1632	1352	5786	2893	3622	2153	110
3356	1826	1240	5155	3045	3943	2925	377
3389	2564	1150	5575	3537	3516	2347	502
3000	2544	1798	5560	4449	3783	2339	417
3912	2264	1629	5220	3903	3497	2981	195
3550	1602	2062	5438	3127	2911	3320	313
4354	1856	1359	4167	3668	3711	2832	519
4096	1421	1251	4417	3650	4116	3309	345
3016	1453	986	2862	3258	4836	2287	909
3353	1386	636	2753	3026	5187	2826	1172
