1188,600,1184,1200,900,1200,318,1200,1200,584,1200,890,300,910,910,600,1128,600,1104,1200,900,1200,408,1200,1200,504,1200,840,300,960,960,600,1068,600,1024,1200,900,1200,498,1200,1200,424,1200,790,300,1010,1010,600,1008,600,944,1200,900,1200,588,1200,1200,344,1200,740,300,1060,1060,600,300,1166,900,938,1200,1156,930,1200,600,572,600,958,1142,300,300,920,300,996,900,1128,1200,936,1080,1200,600,432,648,1200,852,300,300,1020,374,900,782,1200,484,900,1200,1170,592,300,938,1200,600,1162,300,1120,544,900,600,1192,600,796,1200,1020,452,300,328,1200,572,900,1180,1200
1182,600,1176,1200,900,1200,327,1200,1200,576,1200,885,300,915,915,600,1122,600,1096,1200,900,1200,417,1200,1200,496,1200,835,300,965,965,600,1062,600,1016,1200,900,1200,507,1200,1200,416,1200,785,300,1015,1015,600,1002,600,936,1200,900,1200,597,1200,1200,336,1200,735,300,1065,1065,600,300,1149,900,957,1200,1134,945,1200,600,558,600,987,1113,300,300,930,300,979,900,1147,1200,914,1095,1200,600,418,677,1200,823,300,300,1030,391,900,763,1200,506,900,1200,1155,578,300,967,1200,600,1133,300,1130,561,900,600,1173,600,774,1200,1005,438,300,357,1200,543,900,1170,1200
1176,600,1168,1200,900,1200,336,1200,1200,568,1200,880,300,920,920,600,1116,600,1088,1200,900,1200,426,1200,1200,488,1200,830,300,970,970,600,1056,600,1008,1200,900,1200,516,1200,1200,408,1200,780,300,1020,1020,600,996,600,928,1200,900,1200,606,1200,1200,328,1200,730,300,1070,1070,600,300,1132,900,976,1200,1112,960,1200,600,544,600,1016,1084,300,300,940,300,962,900,1166,308,900,1110,1200,600,404,706,1200,794,300,300,1040,408,900,744,1200,528,900,1200,1140,564,300,996,1200,600,1104,300,1140,578,900,600,1154,600,752,1200,990,424,300,386,1200,514,900,1160,1200
1170,600,1160,1200,900,1200,345,1200,1200,560,1200,875,300,925,925,600,1110,600,1080,1200,900,1200,435,1200,1200,480,1200,825,300,975,975,600,1050,600,1000,1200,900,1200,525,1200,1200,400,1200,775,300,1025,1025,600,990,600,920,1200,900,1200,615,1200,1200,320,1200,725,300,1075,1075,600,300,1115,900,995,1200,1090,975,1200,600,530,600,1045,1055,300,300,950,300,945,900,1185,330,900,1125,1200,600,390,735,1200,765,300,300,1050,425,900,725,1200,550,900,1200,1125,550,300,1025,1200,600,1075,300,1150,595,900,600,1135,600,730,1200,975,410,300,415,1200,485,900,1150,1200
1164,600,1152,1200,900,1200,354,1200,1200,552,1200,870,300,930,930,600,1104,600,1072,1200,900,1200,444,1200,1200,472,1200,820,300,980,980,600,1044,600,992,1200,900,1200,534,1200,1200,392,1200,770,300,1030,1030,600,984,600,912,1200,900,1200,624,1200,1200,312,1200,720,300,1080,1080,600,300,1098,900,1014,1200,1068,990,1200,600,516,600,1074,1026,300,300,960,300,928,896,1200,352,900,1140,1200,600,376,764,1200,736,300,300,1060,442,900,706,1200,572,900,1200,1110,536,300,1054,1200,600,1046,300,1160,600,912,600,1116,600,708,1200,960,396,300,444,1200,456,900,1140,1200
1158,600,1144,1200,900,1200,363,1200,1200,544,1200,865,300,935,935,600,1098,600,1064,1200,900,1200,453,1200,1200,464,1200,815,300,985,985,600,1038,600,984,1200,900,1200,543,1200,1200,384,1200,765,300,1035,1035,600,978,600,904,1200,900,1200,633,1200,1200,304,1200,715,300,1085,1085,600,300,1081,900,1033,1200,1046,1005,1200,600,502,600,1103,997,300,300,970,300,911,877,1200,374,900,1155,1200,600,362,793,1200,707,300,300,1070,459,900,687,1200,594,900,1200,1095,522,300,1083,1200,600,1017,300,1170,600,929,600,1097,600,686,1200,945,382,300,473,1200,427,900,1130,1200
1152,600,1136,1200,900,1200,372,1200,1200,536,1200,860,300,940,940,600,1092,600,1056,1200,900,1200,462,1200,1200,456,1200,810,300,990,990,600,1032,600,976,1200,900,1200,552,1200,1200,376,1200,760,300,1040,1040,600,972,600,896,1200,900,1200,642,1200,1196,300,1200,710,300,1090,1090,600,300,1064,900,1052,1200,1024,1020,1200,600,488,600,1132,968,300,300,980,306,900,858,1200,396,900,1170,1200,600,348,822,1200,678,300,300,1080,476,900,668,1200,600,884,1200,1080,508,300,1112,1200,600,988,300,1180,600,946,600,1078,600,664,1200,930,368,300,502,1200,398,900,1120,1200
1146,600,1128,1200,900,1200,381,1200,1200,528,1200,855,300,945,945,600,1086,600,1048,1200,900,1200,471,1200,1200,448,1200,805,300,995,995,600,1026,600,968,1200,900,1200,561,1200,1200,368,1200,755,300,1045,1045,600,966,600,888,1200,900,1200,651,1200,1188,300,1200,705,300,1095,1095,600,300,1047,900,1071,1200,1002,1035,1200,600,474,600,1161,939,300,300,990,323,900,839,1200,418,900,1185,1200,600,334,851,1200,649,300,300,1090,493,900,649,1200,600,862,1200,1065,494,300,1141,1200,600,959,300,1190,600,963,600,1059,600,642,1200,915,354,300,531,1200,369,900,1110,1200
1140,600,1120,1200,900,1200,390,1200,1200,520,1200,850,300,950,950,600,1080,600,1040,1200,900,1200,480,1200,1200,440,1200,800,300,1000,1000,600,1020,600,960,1200,900,1200,570,1200,1200,360,1200,750,300,1050,1050,600,960,600,880,1200,900,1200,660,1200,1180,300,1200,700,300,1100,1100,600,300,1030,900,1090,1200,980,1050,1200,600,460,600,1190,910,300,300,1000,340,900,820,1200,440,900,1200,1200,600,320,880,1200,620,300,300,1100,510,900,630,1200,600,840,1200,1050,480,300,1170,1200,600,930,1200,1200,600,980,600,1040,600,620,1200,900,340,300,560,1200,340,900,1100,1200
1134,600,1112,1200,900,1200,399,1200,1200,512,1200,845,300,955,955,600,1074,600,1032,1200,900,1200,489,1200,1200,432,1200,795,300,1005,1005,600,1014,600,952,1200,900,1200,579,1200,1200,352,1200,745,300,1055,1055,600,954,600,872,1200,900,1200,669,1200,1172,300,1200,695,300,1105,1105,600,300,1013,900,1109,1200,958,1065,1200,600,446,619,1200,881,300,300,1010,357,900,801,1200,462,900,1200,1185,600,306,909,1200,600,1191,300,1110,527,900,611,1200,600,818,1200,1035,466,300,1199,1200,600,901,1190,1200,600,997,600,1021,602,600,1185,900,326,300,589,1200,311,900,1090,1200
