628	634	427	931	1119	2077	2622	137
1485	581	744	2753	1751	3531	3625	115
1500	1340	397	3582	3000	2976	3397	0
2010	1355	335	3835	3770	3633	4119	292
2704	890	1227	3689	3637	4516	3751	0
2196	1940	1565	4338	2854	5444	2891	39
2671	1515	2147	4849	3406	4957	2197	370
2313	1511	1611	5130	3582	5169	1808	215
2052	2308	1222	4244	3796	5069	2675	120
2131	2331	991	4757	4112	4575	3658	73
3252	2904	1265	4529	3684	4895	3521	453
3170	2032	1929	4316	3210	4303	4638	572
3491	2863	1607	5921	2940	3667	3680	575
3028	1934	1754	6697	2363	4327	3905	324
3568	3184	1258	5561	2054	4187	3058	409
3720	3038	1624	4534	2315	3883	3090	371
3508	2644	1515	3342	2826	3583	3942	487
3107	1969	1608	3850	3150	4148	3630	472
2616	1270	1564	4431	2090	4841	3522	649
4074	1595	489	5558	1850	5352	3610	616
2621	1576	353	5381	1953	4285	3508	712
2413	2501	424	3843	1933	3606	5028	916
2732	1756	713	3589	1194	3367	4107	977
1366	1044	676	3072	1444	3337	4060	901
1218	559	572	1910	1977	3463	3897	661
2017	828	800	2822	2128	3947	3356	0
1993	1418	661	3277	4236	4591	3949	46
2834	1446	995	3817	4048	4816	3299	181
3526	1388	919	5767	3489	5663	2653	276
2941	2161	1586	6298	2973	5174	2190	631
3175	2758	2092	3886	3269	5395	3457	456
2561	2470	1928	3903	3580	6343	2836	278
3256	2247	1409	3892	3196	7253	1926	262
3429	2173	1340	3450	3700	6840	2831	546
3072	2419	1276	4546	3448	6393	4060	515
2928	2107	1385	4816	3057	5888	3272	482
3388	2542	1267	5648	2629	4487	2543	237
3534	1882	1101	5064	3942	4531	3057	214
4282	2316	1182	3658	4169	4342	2393	268
3769	2281	1459	4517	3851	4098	3020	745
3233	3386	1976	4384	3015	3049	3258	1095
4401	3492	1691	4357	4601	3955	3442	774
5084	1909	854	3616	2743	4176	4591	331
5004	2215	642	4807	2261	3249	3905	510
4966	2223	359	3242	1717	3543	4007	1120
4427	2350	349	3004	1250	2924	3210	981
4058	2371	388	3134	1936	3490	4267	1367
2429	937	210	2393	1877	3034	4434	754
1100	607	393	1999	1758	2183	3216	319
1322	1045	634	2570	3155	2603	3460	305
1907	1437	382	2433	3435	3851	1729	156
2431	990	1271	3576	3439	3243	2707	196
2195	1544	1886	4380	2858	4050	1314	296
1887	1964	1599	5456	3807	3804	1263	238
2203	1844	1432	4968	3503	3175	1534	230
2481	1632	1352	5786	2893	3622	2153	110
3356	1826	1240	5155	3045	3943	2925	377
3389	2564	1150	5575	3537	3516	2347	502
3000	2544	1798	5560	4449	3783	2339	417
3912	2264	1629	5220	3903	3497	2981	195
3550	1602	2062	5438	3127	2911	3320	313
4354	1856	1359	4167	3668	3711	2832	519
