762	127	189	789	1420	1390	3134	51
1729	605	594	1193	1916	2212	4467	342
1504	1009	1137	1695	2178	2218	3139	426
2371	784	851	2451	2710	2464	2898	258
2860	874	1159	2296	2483	2802	2353	135
2512	1003	1187	2425	3350	3927	2257	66
1924	888	692	2994	3489	3744	2352	117
2191	777	1014	2329	3515	3681	2161	135
2815	1183	926	2315	3796	3283	2470	176
3083	1014	386	2525	2996	4669	3405	266
2329	850	1066	3239	2763	3059	2360	364
1882	790	605	4434	3084	3187	2643	234
2014	1790	277	4835	2265	2775	1527	270
2674	1542	1321	4157	2651	2882	2216	769
3350	1112	742	2230	3179	2645	3116	606
2848	900	897	2403	2740	2409	3020	385
2815	1330	694	3314	3216	2066	2415	187
2765	1608	599	2973	2000	1868	2548	564
3201	864	592	3555	2592	2898	2618	292
3014	1256	508	2890	2133	3118	2673	222
2460	885	139	3416	2329	3024	2269	637
2686	1074	246	1808	1739	1391	2389	995
2683	634	288	1271	1081	2110	2772	855
2166	166	246	889	833	1258	3009	650
823	25	147	1023	1801	2187	2148	41
1046	408	226	1639	1481	3166	2414	41
1173	592	715	1471	2265	2498	2376	154
1654	700	625	2048	2763	2259	2545	629
1454	473	610	2303	2543	2418	1733	291
1595	225	485	2362	3205	2667	1139	339
1203	167	361	2678	3002	2843	1358	131
1378	460	649	2645	2870	2681	2027	39
2123	700	1027	2563	2872	3181	1871	267
2367	776	1296	1626	2710	3073	1964	267
2628	1290	1304	1830	2487	3012	1640	153
2586	1064	1430	2872	3095	2564	2072	77
2222	1102	876	2660	2105	2659	2323	95
2244	1720	831	2657	1717	2464	2065	153
1714	1973	678	2306	1622	2333	1719	91
1652	1637	363	1977	1937	2550	2362	273
1451	826	355	2795	2679	2329	2276	128
1421	806	249	2479	2759	1691	1938	56
1188	776	130	2276	2485	2896	1641	262
1341	832	520	2239	1084	2881	1544	557
1020	884	392	1645	1134	2870	1832	485
2105	904	583	1113	502	1946	1927	547
1912	494	129	946	918	1336	3153	399
748	252	0	784	661	1037	2693	0
463	1011	83	1855	1019	1181	1647	107
1122	1249	145	1077	1631	1189	1364	207
1580	925	434	1652	2335	1044	2551	229
1714	368	425	2677	2876	1554	2569	90
983	677	1148	2588	2785	2087	1746	156
1454	923	1069	3776	2346	2638	902	124
1535	999	1005	3309	2575	2245	1459	19
1206	955	342	3517	3144	2700	1794	107
1522	1241	531	3046	2954	3077	1787	43
1291	783	590	2932	4562	3224	1382	150
1824	703	782	2648	4200	3224	1245	270
3040	1107	738	3327	3035	3605	1524	111
2637	909	653	3809	3278	2561	1207	449
1879	1776	955	3322	3235	1961	1447	261
1394	1735	550	3039	2826	2821	1758	549
1702	1047	957	3280	3026	3089	2223	511
1869	1908	446	2127	3278	2140	2044	924
1747	1265	649	3213	3609	2927	1721	745
2188	1241	604	2540	2135	2673	1998	104
3380	1698	552	2106	1682	2079	2225	294
2523	1833	508	2630	1615	2526	1951	210
2600	1820	847	1736	1356	1733	2413	477
3137	1589	357	1771	1536	1774	2721	1182
2041	819	210	1835	1317	1923	3827	298
965	802	240	1431	2844	3506	2929	312
1317	652	464	2707	2959	3022	2758	267
962	1041	392	4082	3791	3146	3091	529
2190	1512	644	3743	3359	1730	3819	215
2012	1522	560	3833	3992	2857	3019	45
2107	1295	904	3204	3200	4338	3435	478
2013	1369	1499	3735	2499	4053	3674	339
2348	1465	1246	3358	3165	4055	3866	339
2716	1926	1941	2625	5142	4085	3278	238
1730	1455	929	2909	5257	4866	2963	376
1636	2107	795	3466	3537	5206	3250	570
2497	2148	653	4136	2776	4589	2793	551
2855	2019	900	3505	2631	4013	2848	179
2424	1692	1155	3218	2721	3887	3479	293
2024	2316	834	3433	3018	3329	2509	550
1604	2254	425	3378	4121	2841	2783	1055
2372	2497	825	2379	4754	1920	3167	711
